781.28,784.62,794.39,769.03
776.64,787.90,793.49,765.96
813.15,812.30,816.95,812.42
821.66,812.92,820.85,812.50
815.47,795.74,816.20,817.58
806.34,805.37,811.35,793.00
813.41,818.80,821.74,811.22
817.28,825.88,832.15,815.53
815.05,812.81,816.18,805.34
817.90,817.46,816.76,817.50
809.20,818.07,814.95,799.20
812.38,813.19,811.34,812.53
805.92,806.92,810.87,804.19
812.06,809.35,821.03,806.49
799.21,817.98,810.66,799.08
801.19,791.33,798.17,793.85
787.09,807.86,800.62,786.26
823.57,798.03,819.58,804.16
802.41,814.54,810.76,800.75
802.59,808.38,811.27,797.40
823.33,813.90,828.86,810.58
829.88,830.46,830.70,828.12
814.46,816.52,816.50,803.36
831.09,819.71,823.28,827.01
827.98,833.90,831.78,827.49
832.17,824.09,828.03,835.06
831.11,840.03,826.88,830.44
842.78,837.90,839.31,832.05
824.04,830.76,833.48,823.50
837.00,820.02,824.50,825.55
846.56,832.28,850.57,829.39
839.34,851.65,853.91,837.78
848.26,858.22,861.18,845.24
865.90,865.62,868.27,857.98
843.56,864.50,869.21,842.68
802.63,815.12,807.46,800.16
818.72,825.00,825.28,814.18
815.44,834.89,831.22,819.69
813.31,819.50,825.49,810.90
821.36,816.22,819.51,824.89
820.15,826.42,824.60,815.07
845.49,828.02,848.22,827.39
808.68,808.59,804.48,804.24
826.42,814.17,817.82,818.87
829.90,837.45,838.08,829.36
835.32,820.14,827.58,828.62
841.90,847.90,843.57,843.13
837.97,843.84,844.10,838.04
856.45,844.85,853.64,847.40
850.93,844.12,851.19,842.30
850.83,847.79,851.83,847.43
845.55,848.95,849.99,842.83
853.66,842.05,849.64,838.88
844.62,844.22,844.10,843.42
851.76,844.96,852.26,843.17
840.28,846.55,852.02,841.32
858.16,854.00,862.27,857.53
861.67,860.34,865.66,856.30
848.31,841.57,845.15,840.69
843.79,845.86,844.47,834.85
846.41,849.66,851.49,843.95
857.52,853.52,861.32,855.60
853.19,852.89,863.90,852.55
863.89,868.56,867.83,863.34
861.39,857.40,862.87,861.28
867.77,861.05,869.89,860.18
867.22,868.64,868.86,862.81
871.61,873.12,875.54,873.75
874.34,885.06,875.89,878.49
873.01,884.85,876.32,878.24
832.37,870.64,876.60,830.71
832.03,850.06,858.48,830.02
839.31,820.81,823.57,832.31
830.63,842.61,846.31,825.20
841.88,814.18,838.76,819.50
842.75,851.29,849.42,840.23
859.11,845.81,857.77,850.50
849.09,861.21,852.41,852.16
846.12,841.68,847.12,843.72
855.07,843.60,856.56,846.00
852.18,857.23,853.41,852.89
858.15,857.77,866.78,856.63
847.22,861.10,857.61,851.97
841.76,824.42,827.76,836.61
844.07,844.69,848.45,841.64
835.42,837.50,840.55,830.89
843.04,835.22,842.81,840.58
822.41,841.62,846.86,820.87
850.62,841.99,857.95,837.13
852.85,863.70,859.14,861.47
859.88,843.48,857.58,848.73
863.45,845.83,861.31,852.70
855.96,856.12,854.73,851.03
888.17,871.50,886.15,875.23
885.18,888.97,899.84,879.30
888.75,900.62,893.40,890.54
887.78,896.71,900.97,887.19
926.82,927.61,936.29,925.25
931.14,919.00,933.38,919.27
935.41,928.12,940.54,929.47
